"BOOK_ID","RATING"
"13205534","0.0"
"13205535","9.25"
"13205537","0.0"
"13205539","10.0"
"13205542","0.0"
"13205543","0.0"
"13205546","9.0"
"13205547","0.0"
"13205549","0.0"
"13205550","0.0"
"13205552","10.0"
"13205556","8.6"
"13205557","0.0"
"13205558","0.0"
"13205560","0.0"
"13205562","8.0"
"13205563","0.0"
"13205567","0.0"
"13205568","0.0"
"13205584","0.0"
"13205586","0.0"
"13205591","0.0"
"13205594","0.0"
"13205595","0.0"
"13205597","0.0"
"13205598","0.0"
"13205599","0.0"
"13205600","0.0"
"13205601","0.0"
"13205602","0.0"
"13205603","0.0"
"13205604","0.0"
"13205605","0.0"
"13205608","0.0"
"13205610","0.0"
"13205616","0.0"
"13205623","0.0"
"13205625","0.0"
"13205627","0.0"
"13205633","0.0"
"13205640","0.0"
"13205642","0.0"
"13205652","0.0"
"13205667","0.0"
"13205673","0.0"
"13205674","0.0"
"13205675","0.0"
"13205676","0.0"
"13205680","0.0"
"13205681","0.0"
"13205684","0.0"
"13205686","0.0"
"13205687","0.0"
"13205689","0.0"
"13205691","0.0"
"13205693","0.0"
"13205694","0.0"
"13205695","0.0"
"13205771","0.0"
"13205785","0.0"
"13205786","0.0"
"13205787","0.0"
"13205788","0.0"
"13205789","0.0"
"13205790","0.0"
"13205791","0.0"
"13205792","0.0"
"13205793","0.0"
"13205794","0.0"
"13205802","0.0"
"13205803","0.0"
"13205804","0.0"
"13205805","0.0"
"13205806","0.0"
"13205808","9.5"
"13205810","0.0"
"13205811","0.0"
"13205813","0.0"
"13205816","0.0"
"13205817","0.0"
"13205818","0.0"
"13205819","0.0"
"13205820","0.0"
"13205823","0.0"
"13205824","0.0"
"13205826","0.0"
"13205827","0.0"
"13205828","0.0"
"13205829","10.0"
"13205830","9.33"
"13205831","0.0"
"13205832","0.0"
"13205833","0.0"
"13205836","2.5"
"13205837","0.0"
"13205838","0.0"
"13205839","0.0"
"13205840","0.0"
"13205841","0.0"
"13205844","0.0"
"13205846","10.0"
"13205847","0.0"
"13205848","9.75"
"13205849","0.0"
"13205850","0.0"
"13205851","10.0"
"13205852","0.0"
"13205854","0.0"
"13205855","0.0"
"13205858","0.0"
"13205860","0.0"
"13205867","0.0"
"13205868","0.0"
"13205869","9.67"
"13205870","0.0"
"13205871","0.0"
"13205873","8.0"
"13205874","0.0"
"13205875","0.0"
"13205876","0.0"
"13205877","0.0"
"13205878","0.0"
"13205879","0.0"
"13205880","10.0"
"13205881","0.0"
"13205882","10.0"
"13205883","0.0"
"13205884","0.0"
"13205885","0.0"
"13205886","0.0"
"13205887","0.0"
"13205888","0.0"
"13205889","0.0"
"13205893","0.0"
"13205895","0.0"
"13205896","0.0"
"13205897","0.0"
"13205899","0.0"
"13205900","0.0"
"13205902","0.0"
"13205903","0.0"
"13205904","0.0"
"13205906","0.0"
"13205907","0.0"
"13205910","0.0"
"13205911","0.0"
"13205913","9.09"
"13205914","0.0"
"13205915","0.0"
"13205916","0.0"
"13205917","0.0"
"13205918","0.0"
"13205919","0.0"
"13205920","0.0"
"13205921","0.0"
"13205922","0.0"
"13205923","0.0"
"13205924","0.0"
"13205925","0.0"
"13205926","0.0"
"13205927","0.0"
"13205928","10.0"
"13205929","0.0"
"13205930","0.0"
"13205932","0.0"
"13205934","8.67"
"13205936","0.0"
"13205938","0.0"
"13205941","0.0"
"13205942","0.0"
"13205943","0.0"
"13205945","0.0"
"13205947","0.0"
"13205949","0.0"
"13205952","0.0"
"13205955","10.0"
"13205956","0.0"
"13205958","0.0"
"13205959","6.0"
"13205960","0.0"
"13205961","0.0"
"13205962","9.93"
"13205964","0.0"
"13205966","0.0"
"13205968","0.0"
"13205970","0.0"
"13205972","8.0"
"13205973","0.0"
"13205974","0.0"
"13205975","0.0"
"13205976","0.0"
"13205981","8.81"
"13205982","0.0"
"13205983","0.0"
"13205984","0.0"
"13205987","9.67"
"13205988","0.0"
"13205990","0.0"
"13205991","0.0"
"13205992","0.0"
"13206160","0.0"
"13206203","0.0"
"13206217","0.0"
"13206218","0.0"
"13206326","0.0"
"13206327","0.0"
"13206329","0.0"
"13206330","0.0"
"13206332","0.0"
"13206359","0.0"
"13206363","0.0"
"13206365","0.0"
"13206369","0.0"
"13206370","0.0"
"13206373","0.0"
"13206389","0.0"
"13206392","0.0"
"13206394","0.0"
"13206398","0.0"
"13206412","0.0"
"13206413","0.0"
"13206416","0.0"
"13206417","0.0"
"13206428","0.0"
"13206431","0.0"
"13206440","0.0"
"13206441","0.0"
"13206442","0.0"
"13206443","0.0"
"13206445","0.0"
"13206447","0.0"
"13206467","0.0"
"13206471","0.0"
"13206483","0.0"
"13206496","0.0"
"13206500","0.0"
"13206501","0.0"
"13206521","0.0"
"13206528","0.0"
"13206529","0.0"
"13206556","0.0"
"13206575","0.0"
"13206576","0.0"
"13206577","0.0"
"13206580","0.0"
"13207260","0.0"
"13207261","0.0"
"13207262","0.0"
"13207263","0.0"
"13207264","0.0"
"13207265","0.0"
"13207266","0.0"
"13207267","0.0"
"13207268","0.0"
"13207269","0.0"
"13207270","0.0"
"13207271","0.0"
"13207272","0.0"
"13207274","0.0"
"13207275","0.0"
"13207276","0.0"
"13207277","0.0"
"13207278","0.0"
"13207279","0.0"
"13207280","0.0"
"13207281","0.0"
"13207282","0.0"
"13207283","0.0"
"13207284","0.0"
"13207285","0.0"
"13207286","0.0"
"13207287","0.0"
"13207288","0.0"
"13207289","0.0"
"13207290","0.0"
"13207291","0.0"
"13207303","0.0"
"13207304","0.0"
"13207305","0.0"
"13207306","0.0"
"13207307","0.0"
"13207308","0.0"
"13207309","0.0"
"13207310","0.0"
"13207311","0.0"
"13207312","0.0"
"13207313","0.0"
"13207325","0.0"
"13208385","0.0"
"13208386","0.0"
"13208387","0.0"
"13208388","0.0"
"13208389","0.0"
"13208390","0.0"
"13208391","0.0"
"13208392","0.0"
"13208394","0.0"
"13208395","0.0"
"13208396","0.0"
"13208397","0.0"
"13208398","0.0"
"13208399","0.0"
"13208400","0.0"
"13208401","0.0"
"13208402","0.0"
"13208403","0.0"
"13208404","0.0"
"13208405","0.0"
"13208406","0.0"
"13208407","0.0"
"13208408","0.0"
"13208409","0.0"
"13208410","0.0"
"13208411","0.0"
"13208412","0.0"
"13208413","0.0"
"13208414","0.0"
"13208415","0.0"
"13208416","0.0"
"13208417","0.0"
"13208418","0.0"
"13208419","0.0"
"13208659","0.0"
"13209661","0.0"
"13210838","0.0"
"13210840","0.0"
"13210842","0.0"
"13210851","0.0"
"13210852","0.0"
"13210853","0.0"
"13210854","0.0"
"13210924","0.0"
"13210925","0.0"
"13210926","0.0"
"13210927","0.0"
"13210928","0.0"
"13210929","0.0"
"13210930","0.0"
"13210931","0.0"
"13210932","0.0"
"13210933","0.0"
"13210934","0.0"
"13210935","0.0"
"13210936","0.0"
"13210937","0.0"
"13210938","0.0"
"13210939","0.0"
"13210940","0.0"
"13210941","0.0"
"13210942","0.0"
"13210943","0.0"
"13210944","0.0"
"13210945","0.0"
"13210946","0.0"
"13210947","0.0"
"13210948","0.0"
"13210949","0.0"
"13210950","0.0"
"13210970","0.0"
"13210991","0.0"
"13212037","0.0"
"13212039","0.0"
"13212041","0.0"
"13212042","0.0"
"13212044","0.0"
"13212045","8.0"
"13212046","10.0"
"13212047","0.0"
"13212048","0.0"
"13212049","10.0"
"13212050","9.75"
"13212051","0.0"
"13212052","0.0"
"13212053","0.0"
"13212054","0.0"
"13212055","0.0"
"13212056","0.0"
"13212057","0.0"
"13212058","0.0"
"13212059","0.0"
"13212062","0.0"
"13212070","0.0"
"13212072","0.0"
"13212074","0.0"
"13212087","0.0"
"13212089","0.0"
"13212099","0.0"
"13212100","0.0"
"13212102","0.0"
"13212103","0.0"
"13212104","0.0"
"13212106","0.0"
"13212107","0.0"
"13212109","0.0"
"13212111","0.0"
"13212112","0.0"
"13212113","0.0"
"13212114","0.0"
"13212115","0.0"
"13212116","0.0"
"13212117","0.0"
"13212118","0.0"
"13212119","0.0"
"13212120","0.0"
"13212121","0.0"
"13212122","0.0"
"13212123","9.0"
"13212124","0.0"
"13212126","0.0"
"13212127","0.0"
"13212128","0.0"
"13212129","0.0"
"13212130","0.0"
"13212131","0.0"
"13212132","0.0"
"13212134","0.0"
"13212136","10.0"
"13212137","0.0"
"13212138","0.0"
"13212139","0.0"
"13212140","0.0"
"13212141","0.0"
"13212142","0.0"
"13212143","0.0"
"13212144","0.0"
"13212145","0.0"
"13212146","0.0"
"13212147","0.0"
"13212148","0.0"
"13212149","0.0"
"13212151","0.0"
"13212152","0.0"
"13212154","0.0"
"13212155","0.0"
"13212156","0.0"
"13212157","0.0"
"13212159","0.0"
"13212160","0.0"
"13212161","0.0"
"13212162","0.0"
"13212163","0.0"
"13212164","0.0"
"13212165","0.0"
"13212166","0.0"
"13212167","0.0"
"13212168","0.0"
"13212169","0.0"
"13212170","10.0"
"13212171","8.5"
"13212172","0.0"
"13212173","0.0"
"13212174","0.0"
"13212175","0.0"
"13212176","0.0"
"13212177","0.0"
"13212178","0.0"
"13212179","0.0"
"13212180","0.0"
"13212182","0.0"
"13212183","0.0"
"13212184","0.0"
"13212185","0.0"
"13212186","0.0"
"13212187","0.0"
"13212188","0.0"
"13212189","0.0"
"13212191","9.0"
"13212193","0.0"
"13212194","0.0"
"13212198","10.0"
"13212199","0.0"
"13212200","0.0"
"13212201","0.0"
"13212203","0.0"
"13212204","0.0"
"13212205","0.0"
"13212206","0.0"
"13212207","0.0"
"13212208","0.0"
"13212210","0.0"
"13212211","0.0"
"13212212","0.0"
"13212213","0.0"
"13212214","0.0"
"13212215","0.0"
"13212216","0.0"
"13212217","0.0"
"13212218","0.0"
"13212219","8.78"
"13212221","0.0"
"13212222","0.0"
"13212224","9.0"
"13212225","0.0"
"13212226","0.0"
"13212227","0.0"
"13212228","0.0"
"13212229","0.0"
"13212230","0.0"
"13212231","0.0"
"13212233","0.0"
"13212234","0.0"
"13212240","0.0"
"13212241","0.0"
"13212242","0.0"
"13212243","0.0"
"13212244","9.5"
"13212245","0.0"
"13212246","0.0"
"13212247","0.0"
"13212248","0.0"
"13212249","0.0"
"13212251","0.0"
"13212252","0.0"
"13212253","9.68"
"13212254","0.0"
"13212255","9.75"
"13212257","0.0"
"13212259","10.0"
"13212260","0.0"
"13212261","0.0"
"13212262","0.0"
"13212264","0.0"
"13212265","0.0"
"13212266","0.0"
"13212267","0.0"
"13212268","0.0"
"13212269","0.0"
"13212270","0.0"
"13212271","0.0"
"13212272","0.0"
"13212273","0.0"
"13212275","0.0"
"13212277","0.0"
"13212278","0.0"
"13212279","0.0"
"13212280","0.0"
"13212281","0.0"
"13212282","0.0"
"13212283","0.0"
"13212284","0.0"
"13212285","0.0"
"13212286","0.0"
"13212287","0.0"
"13212288","0.0"
"13212291","0.0"
"13212292","0.0"
"13212293","0.0"
"13212294","0.0"
"13212295","0.0"
"13212296","0.0"
"13212297","0.0"
"13212298","0.0"
"13212299","0.0"
"13212300","0.0"
"13212301","0.0"
"13212302","0.0"
"13212303","0.0"
"13212304","0.0"
"13212305","0.0"
"13212306","0.0"
"13212307","0.0"
"13212308","0.0"
"13212309","0.0"
"13212310","10.0"
"13212311","10.0"
"13212312","0.0"
"13212313","0.0"
"13212314","0.0"
"13212315","0.0"
"13212316","0.0"
"13212317","0.0"
"13212318","0.0"
"13212319","0.0"
"13212320","0.0"
"13212321","0.0"
"13212322","0.0"
"13212323","0.0"
"13212324","0.0"
"13212325","0.0"
"13212326","0.0"
"13212327","0.0"
"13212328","0.0"
"13212329","0.0"
"13212330","0.0"
"13212331","0.0"
"13212332","0.0"
"13212333","9.25"
"13212334","0.0"
"13212335","0.0"
"13212336","0.0"
"13212337","0.0"
"13212338","0.0"
"13212339","0.0"
"13212340","0.0"
"13212341","0.0"
"13212342","0.0"
"13212343","0.0"
"13212344","0.0"
"13212345","0.0"
"13212346","0.0"
"13212347","0.0"
"13212348","0.0"
"13212350","0.0"
"13212351","0.0"
"13212355","0.0"
"13212356","10.0"
"13212357","0.0"
"13212358","0.0"
"13212359","0.0"
"13212362","0.0"
"13212363","0.0"
"13212364","0.0"
"13212365","0.0"
"13212366","0.0"
"13212367","0.0"
"13212368","0.0"
"13212369","0.0"
"13212370","10.0"
"13212372","9.6"
"13212373","0.0"
"13212374","0.0"
"13212375","0.0"
"13212376","0.0"
"13212377","0.0"
"13212378","0.0"
"13212379","0.0"
"13212380","0.0"
"13212381","0.0"
"13212382","0.0"
"13212383","0.0"
"13212384","0.0"
"13212386","0.0"
"13212387","0.0"
"13212388","0.0"
"13212389","0.0"
"13212391","0.0"
"13212392","0.0"
"13212393","0.0"
"13212394","0.0"
"13212395","0.0"
"13212396","0.0"
"13212397","0.0"
"13212398","0.0"
"13212399","0.0"
"13212401","0.0"
"13212403","0.0"
"13212404","0.0"
"13212405","0.0"
"13212406","0.0"
"13212407","0.0"
"13212408","0.0"
"13212409","0.0"
"13212410","0.0"
"13212411","0.0"
"13212412","0.0"
"13212413","0.0"
"13212414","0.0"
"13212415","0.0"
"13212416","0.0"
"13212417","0.0"
"13212418","0.0"
"13212419","0.0"
"13212421","0.0"
"13212422","0.0"
"13212423","0.0"
"13212424","0.0"
"13212425","0.0"
"13212426","0.0"
"13212427","0.0"
"13212428","0.0"
"13212432","0.0"
"13212435","0.0"
"13212436","0.0"
"13212440","0.0"
"13212441","0.0"
"13212442","0.0"
"13212443","0.0"
"13212444","0.0"
"13212445","0.0"
"13212446","0.0"
"13212447","0.0"
"13212448","0.0"
"13212449","0.0"
"13212450","0.0"
"13212451","0.0"
"13212452","0.0"
"13212453","0.0"
"13212454","0.0"
"13212455","0.0"
"13212456","0.0"
"13212457","0.0"
"13212458","0.0"
"13212459","0.0"
"13212460","0.0"
"13212461","0.0"
"13212462","0.0"
"13212463","0.0"
"13212464","0.0"
"13212465","0.0"
"13212466","0.0"
"13212467","0.0"
"13212468","0.0"
"13212469","0.0"
"13212470","0.0"
"13212471","0.0"
"13212472","0.0"
"13212473","0.0"
"13212474","0.0"
"13212476","0.0"
"13212477","0.0"
"13212478","0.0"
"13212479","0.0"
"13212480","0.0"
"13212481","0.0"
"13212482","0.0"
"13212483","0.0"
"13212484","0.0"
"13212485","0.0"
"13212486","0.0"
"13212488","0.0"
"13212491","0.0"
"13212493","0.0"
"13212496","0.0"
"13212497","0.0"
"13212498","0.0"
"13212519","0.0"
"13212543","0.0"
"13212563","0.0"
"13212603","0.0"
"13212604","0.0"
"13212605","0.0"
"13204009","0.0"
"13204011","0.0"
"13204012","0.0"
"13204013","0.0"
"13204014","0.0"
"13204015","0.0"
"13204016","0.0"
"13204017","0.0"
"13204018","0.0"
"13204021","0.0"
"13204022","0.0"
"13204023","0.0"
"13204026","0.0"
"13204027","0.0"
"13204028","0.0"
"13204029","0.0"
"13204032","0.0"
"13204033","0.0"
"13204036","0.0"
"13204037","0.0"
"13204038","0.0"
"13204040","0.0"
"13204044","0.0"
"13204045","0.0"
"13204046","0.0"
"13204047","10.0"
"13204048","0.0"
"13204050","0.0"
"13204051","0.0"
"13204052","0.0"
"13204053","0.0"
"13204054","0.0"
"13204055","0.0"
"13204056","0.0"
"13204057","0.0"
"13204058","0.0"
"13204059","0.0"
"13204060","0.0"
"13204061","0.0"
"13204062","0.0"
"13204063","0.0"
"13204064","0.0"
"13204065","0.0"
"13204067","0.0"
"13204068","8.38"
"13204069","10.0"
"13204072","0.0"
"13204073","0.0"
"13204074","0.0"
"13204076","0.0"
"13204077","0.0"
"13204079","0.0"
"13204080","0.0"
"13204081","0.0"
"13204082","0.0"
"13204083","0.0"
"13204084","0.0"
"13204085","0.0"
"13204087","0.0"
"13204088","0.0"
"13204090","9.08"
"13204091","0.0"
"13204092","0.0"
"13204093","0.0"
"13204094","0.0"
"13204095","0.0"
"13204096","0.0"
"13204097","0.0"
"13204098","0.0"
"13204099","0.0"
"13204100","0.0"
"13204101","9.5"
"13204102","0.0"
"13204103","7.67"
"13204107","0.0"
"13204108","0.0"
"13204110","9.0"
"13204114","0.0"
"13204116","0.0"
"13204120","10.0"
"13204122","0.0"
"13204123","10.0"
"13204124","0.0"
"13204126","0.0"
"13204127","0.0"
"13204131","0.0"
"13204134","0.0"
"13204136","0.0"
"13204138","0.0"
"13204140","0.0"
"13204141","0.0"
"13204143","0.0"
"13204144","0.0"
"13204148","0.0"
"13204150","0.0"
"13204151","0.0"
"13204153","0.0"
"13204159","10.0"
"13204171","0.0"
"13204173","0.0"
"13204174","0.0"
"13204175","0.0"
"13204176","0.0"
"13204177","0.0"
"13204178","0.0"
"13204179","0.0"
"13204180","0.0"
"13204181","0.0"
"13204182","0.0"
"13204183","0.0"
"13204184","0.0"
"13204185","0.0"
"13204186","0.0"
"13204187","0.0"
"13204188","0.0"
"13204189","6.5"
"13204190","0.0"
"13204195","0.0"
"13204197","9.0"
"13204198","7.0"
"13204199","10.0"
"13204200","0.0"
"13204201","0.0"
"13204202","0.0"
"13204203","0.0"
"13204204","0.0"
"13204208","0.0"
"13204210","0.0"
"13204211","0.0"
"13204212","0.0"
"13204213","9.0"
"13204215","8.25"
"13204216","8.67"
"13204217","0.0"
"13204218","0.0"
"13204219","0.0"
"13204220","0.0"
